Released in version:,Subfeature ID,Journey,Add-on,Feature,Sub Feature,Mobile,Web,Essential,Premium,Signature
2022.08-LTS or earlier,RB.12.3.5,Bill Pay,Paymentus ,Pay Bills ,Integration with Paymentus for Bill Pay,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.13.1.1,Financial Insights,,Spending Analysis ,Analyze spending behavior per category ,Available ,Available ,false,true,true
2022.08-LTS or earlier,RB.13.1.2,Financial Insights,,Spending Analysis ,View Total Spending,Available ,NA,false,true,true
2022.08-LTS or earlier,RB.13.1.3,Financial Insights,,Budgets,View list of budgets,Available ,Available ,false,true,true
2022.08-LTS or earlier,RB.13.1.4,Financial Insights,,Budgets,Create a budget,Available ,Available ,false,true,true
2022.08-LTS or earlier,RB.13.1.5,Financial Insights,,Budgets,Edit a budget ,Available ,Available ,false,true,true
2022.08-LTS or earlier,RB.13.1.6,Financial Insights,,Budgets,Delete a budget,Available ,Available ,false,true,true
2024.06,RB.13.1.7,Financial Insights,,Financial Insights dashboard,"View Insights tiles on Cash flow, category totals, Budgets and Credit score in Dashboard",Available ,Available ,false,true,true
2024.06,RB.13.1.8,Financial Insights,,Financial Insights dashboard,Month and Account filter,Not Available ,Available ,false,true,true
2024.06,RB.13.1.9,Financial Insights,,Financial Insights dashboard,Analyze Income behavior per category ,Not Available ,Available ,false,true,true
2024.1,RB.13.1.10,Financial Insights,,Banner,Display marketing banner in the Insights screen,Not Available ,Available ,false,true,true
2025.09-LTS,RB.13.1.11,Financial Insights,,Spending Analysis ,View transactions for spending category,Available ,Available ,false,true,true
2022.08-LTS or earlier,RB.14.1.1,Pockets ,,Manage Pockets ,Create one or more pockets ,Available ,Available ,false,true,true
2022.08-LTS or earlier,RB.14.1.2,Pockets ,,Manage Pockets ,View the list of pockets,Available ,Available ,false,true,true
2023.08,RB.14.1.3,Pockets ,,Manage Pockets ,Delete a pocket,Available ,Available ,false,true,true
2024.08,RB.14.1.4,Pockets ,,Manage Pockets ,View Pocket Details with Transactions,Available ,Available ,false,true,true
2024.08,RB.14.1.5,Pockets ,,Manage Pockets ,Edit Pocket details,Not Available ,Available ,false,true,true
2022.08-LTS or earlier,RB.14.2.1,Pockets ,,Pocket Transfers ,Move money from existing account to pockets ,Available ,Available ,false,true,true
2022.08-LTS or earlier,RB.14.2.2,Pockets ,,Pocket Transfers ,Withdraw money from pockets to the existing accounts ,Available ,Available ,false,true,true
2023.05,RB.14.2.3,Pockets ,,Pocket Transfers ,Automate and schedule deposits to pockets,Available ,Available ,false,true,true
2024.06,RB.14.2.4,Pockets ,,Pocket Transfers ,Edit scheduled payments to Pockets,Available ,Available ,false,true,true
2024.06,RB.14.2.5,Pockets ,,Pocket Transfers ,Cancel scheduled payments to Pockets,Available ,Available ,false,true,true
2024.1,RB.15.1.2,Card Management ,,Cards overview,View a list or overview of all cards,Not Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.15.1.1,Card Management ,,Card details ,View details of a specific card,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.15.2.1,Card Management ,,Lock or unlock cards,Block/unblock a debit or credit card temporarily ,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.15.3.1,Card Management ,,Change PIN,Change PIN code for debit/credit cards,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.15.4.1,Card Management ,,Request PIN,Request PIN for debit/credit cards,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.15.5.1,Card Management ,,Replace card,"Order a replacement card by specifying the reason (e.g. damaged, stolen, lost)",Available ,Available ,true,true,true
2024.12,RB.15.11.1,Card Management ,,Cancel card,Cancel card without replacing it,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.15.6.1,Card Management ,,Activate new card,Activate the physical card delivered via the app,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.15.6.2,Card Management ,,Activate new card,Track card delivery,Not Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.15.7.1,Card Management ,,Manage Spending Limits,"Set daily limits on withdrawals, online payments, and terminal purchases",Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.15.8.1,Card Management ,,Manage travel notice ,Create travel notice,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.15.8.2,Card Management ,,Manage travel notice ,List travel notice ,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.15.8.3,Card Management ,,Manage travel notice ,Delete travel notice ,Available ,Available ,true,true,true
2023.12,RB.15.8.4,Card Management ,,Manage travel notice ,Edit travel notice ,Available ,Available ,true,true,true
2023.06,RB.15.9.1,Card Management ,Entrust,Add card to wallet,Add card to Apple Pay (iphone and Apple watch),Available ,NA,false,true,true
2023.06,RB.15.9.2,Card Management ,Entrust,Add card to wallet,Add card to Google Pay,Available ,NA,false,true,true
2024.09-LTS,RB.15.9.3,Card Management ,Entrust,Secure card details,"View card primary account number (PAN), CVV and expiry date",Available ,NA,false,true,true
2024.09-LTS,RB.15.9.4,Card Management ,Entrust,Secure card details,View card PIN,Available ,NA,false,true,true
2024.03-LTS,RB.15.10.1,Card Management ,,Order new card,Order a new physical card,Available ,Available ,true,true,true
2024.03-LTS,RB.15.10.2,Card Management ,,Order new card,Order a new virtual card,Available ,Available ,false,true,true
2025.01,RB.15.12.1,Card Management ,,Security controls,"Block/unblock specific card transactions (ATM withdrawals, In-store Payments, Online Payments)",Available ,Available ,true,true,true
2025.01,RB.15.13.1,Card Management ,Entrust,Token Manager,View the list of tokens,Available ,NA,false,true,true
2025.09-LTS,RB.15.13.2,Card Management ,Entrust,Token Manager,Pause token,Available ,NA,false,true,true
2025.09-LTS,RB.15.13.3,Card Management ,Entrust,Token Manager,Resume token,Available ,NA,false,true,true
2025.09-LTS,RB.15.13.4,Card Management ,Entrust,Token Manager,Delete token,Available ,NA,false,true,true
2022.08-LTS or earlier,RB.16.1.1,Places,,Find Branches & ATMs,"View multiple location types (branch, ATMs)",Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.16.1.2,Places,,Find Branches & ATMs,"View detailed information about a location (i.e. address, opening times, available services, etc.)",Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.16.1.3,Places,,Find Branches & ATMs,Get directions to a location,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.16.1.4,Places,,Find Branches & ATMs,Search for a given location/address,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.16.1.5,Places,,Find Branches & ATMs,Filter by location type,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.16.1.6,Places,,Find Branches & ATMs,Drag to search map area,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.17.1.1,Messages,,Message List & Details ,Views the list of incoming and sent messages ,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.17.1.2,Messages,,Message List & Details ,Save a draft and view draft messages,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.17.1.3,Messages,,Message List & Details ,Mark conversations as read and not read,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.17.1.4,Messages,,Message List & Details ,Delete conversations (single or in bulk & sent or received),Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.17.1.5,Messages,,Message List & Details ,See conversation threads and their details,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.17.1.6,Messages,,Message List & Details ,Reply to conversations,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.17.1.7,Messages,,Message List & Details ,Preview message attachments ,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.17.2.1,Messages,,Compose Message,"Compose a message with a topic, a subject, and a body",Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.17.2.2,Messages,,Compose Message,Attach files and remove attachments before sending,Available ,Available ,true,true,true
2025.09-LTS,RB.17.2.3,Messages,,Compose Message,View auto reply of assigned employee,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.18.2.1,Notifications,,Manage Notification Preferences ,"Turn on/off notifications when the balance of an account drops below the specified amount (push, sms, email)",Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.18.2.2,Notifications ,,Manage Notification Preferences ,"Turn on/off notifications when a new debit or credit takes place on an account (push, sms, email)",Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.18.3.1,Notifications,,Notifications List,View list of notifications ,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.18.3.2,Notifications,,Notifications List,Mark notifications as read,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.18.3.3,Notifications,,Notifications List,Delete the notifications ,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.19.1.1,User Self-Service ,,User Profile,Display user's personal information,Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.19.1.2,User Self-Service ,,User Profile,Add multiple phone numbers and emails,Available ,Available ,true,true,true
2023.05,RB.19.1.2.2,User Self-Service ,,User Profile,Add multiple postal addresses,Not Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.19.1.2.1,User Self-Service ,,User Profile,Add postal addresses using Smarty autocomplete,Not Available ,Not Available ,true,true,true
2023.05,RB.19.1.3,User Self-Service ,,User Profile,"Edit phone numbers, emails, and postal addresses",Available ,Available ,true,true,true
2024.06,RB.19.1.3.1,User Self-Service ,,User Profile,Edit postal addresses using Smarty autocomplete,Not Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.19.1.4,User Self-Service ,,User Profile,Remove phone numbers and emails,Available ,Available ,true,true,true
2024.06,RB.19.1.4.1,User Self-Service ,,User Profile,Remove postal addresses,Not Available ,Available ,true,true,true
2022.11,RB.19.1.5,User Self-Service ,,User Profile,Change preferred language,Not Available ,Available ,true,true,true
2022.11,RB.19.1.6,User Self-Service ,Identity Premium,User Profile,Step-up authentication with passcode,Available ,Available ,false,true,true
2022.11,RB.19.1.7,User Self-Service ,Identity Premium,User Profile,Step-up authentication with biometrics ,Available ,Available ,false,true,true
2022.11,RB.19.1.8,User Self-Service ,Identity Premium,User Profile,Step-up authentication with OTP via SMS,NA,Available ,false,true,true
2022.11,RB.19.1.9,User Self-Service ,Identity Premium,User Profile,Step-up authentication with OTP via Email,NA,Available ,false,true,true
2022.08-LTS or earlier,RB.19.2.1,User Self-Service ,,Manage Security,Enable biometrics,Available ,NA,true,true,true
2022.08-LTS or earlier,RB.19.2.2,User Self-Service ,,Manage Security,Change password,Available ,Available ,true,true,true
2022.11,RB.19.2.3,User Self-Service ,Identity Premium,Manage Security,"Step-up authentication on change password, with OTP via SMS",NA,Available ,false,true,true
2022.11,RB.19.2.4,User Self-Service ,Identity Premium,Manage Security,"Step-up authentication on change password, with OTP via Email",NA,Available ,false,true,true
2022.11,RB.19.2.5,User Self-Service ,,Manage Security,Change passcode,Available ,NA,true,true,true
2023.08,RB.19.2.6,User Self-Service ,,Manage Security,Change username,Not Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.19.3.1,User Self-Service ,,Manage Devices,Add or modify a friendly name for a device,Not Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.19.3.2,User Self-Service ,,Manage Devices,Suspend a device to temporarily disable it,Not Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.19.3.3,User Self-Service ,,Manage Devices,Restore a suspended device,Not Available ,Available ,true,true,true
2022.08-LTS or earlier,RB.19.3.4,User Self-Service ,,Manage Devices,Remove a device to permanently disable it,Not Available ,Available ,true,true,true
2023.02-LTS,RB.20.1.1,Real Time Communication (RTC),Twilio ,Live Chat,Open a new chat,Available ,Available ,false,true,true
2023.02-LTS,RB.20.1.2,Real Time Communication (RTC),Twilio ,Live Chat,Send a message,Available ,Available ,false,true,true
2023.02-LTS,RB.20.1.3,Real Time Communication (RTC),Twilio ,Live Chat,Close chat,Available ,Available ,false,true,true
2023.02-LTS,RB.20.1.4,Real Time Communication (RTC),Twilio ,Topics Management,Select a topic from list of topics,Available ,Available ,false,true,true
2023.06,RB.21.1.1,Credit Score,SavvyMoney,Check Score - Unenrolled (Savvymoney),Enrollment,Available ,Available ,false,true,true
2023.06,RB.21.1.2,Credit Score,SavvyMoney,Check Score - Enrolled (Savvymoney),Check Score,Available ,Available ,false,true,true
2023.06,RB.21.1.3,Credit Score,SavvyMoney,Check Score - Enrolled (Savvymoney),Check Offers,Available ,Available ,false,true,true
2023.06,RB.21.1.4,Credit Score,SavvyMoney,Check Score - Enrolled (Savvymoney),Check Alerts,Available ,Available ,false,true,true
2023.08,RB.22.1.1,Dashboard,,Dashboard Tiles,Account and balance aggregations ,Available ,Available ,true,true,true
2024.07,RB.22.1.5,Dashboard,,Dashboard Tiles,Cards tile,Available,Available,true,true,true
2023.08,RB.22.1.2,Dashboard,,Dashboard Tiles,Latest transactions,Available ,Available ,true,true,true
2023.10.,RB.22.1.3,Dashboard,,Dashboard Tiles,"Quick action buttons (e.g. Transfer, Deposit Check) ",Available ,Not Available ,true,true,true
2023.08,RB.22.1.4,Dashboard,,Dashboard Tiles,Custom tiles,Available ,Available ,true,true,true
